client_id,fold
CC_3552FA56C730,0
CC_3555A8B600CC,3
CC_35574F651B0C,2
CC_35577D0EFCA3,4
CC_3557E8A59F9A,1
CC_3557F469E5E1,3
CC_355BEFEA0F51,0
CC_355C31BC86BA,2
CC_355E2F99F167,1
CC_355EC5CEE281,2
CC_3562B902ED01,3
CC_356456DC01EF,1
CC_35663E7412DA,0
CC_356999CCA605,2
CC_356C7FCD01DC,2
CC_356CBE9A1547,1
CC_356D13587AC8,1
CC_357386140C1C,4
CC_3573F8851211,0
CC_3576D2B9250A,0
CC_357B92E8140E,2
CC_357CAF9CA0FA,2
CC_357D7F2B3302,1
CC_35800751E14C,4
CC_35855FF36F34,3
CC_35869AA38991,1
CC_358C78688BD6,4
CC_358D1F733AFB,2
CC_3590FF05862E,2
CC_359662924B7E,2
CC_359A0F5E139F,3
CC_35AC38003B44,1
CC_35AEAD4B6A34,2
CC_35B421A476C4,1
CC_35B4912CD6D4,1
CC_35BA3D319A09,1
CC_35BB8B2EE990,1
CC_35BBD88A6D7F,2
CC_35BC16ADAFF4,0
CC_35C021D92589,4
CC_35C2BDC8ACED,3
CC_35C6D9E254F6,2
CC_35D121A08242,3
CC_35D6106E8E97,3
CC_35D722A16A46,3
CC_35DB2119FAC9,2
CC_35E1B85105D0,2
CC_35E3227EFA16,3
CC_35E3E4C4ECF2,4
CC_35E58EF02126,2
CC_35EB917133A5,1
CC_35F4BBD71FDD,1
CC_35F61E1B8898,4
CC_35F6F2A80F70,4
CC_35FE42A77B08,2
CC_3601B4F9A89D,4
CC_360823DCCD45,2
CC_361621ACEAB6,4
CC_36175EFD218F,1
CC_3617C8435722,4
CC_361861C3C63C,4
CC_361BEAE735FD,2
CC_361CD397896F,3
CC_361CE8DFB8F2,4
CC_361E9CEE844E,3
CC_3623208152AF,0
CC_3629729C93EE,4
CC_362B922B63D4,2
CC_3632CF9A9FC7,0
CC_3637709B8467,1
CC_363B528ACE26,4
CC_363BEA2F53BF,1
CC_363E30C490EF,2
CC_3640106494AF,1
CC_3640A2DB9AF8,1
CC_3641B3E9DD92,3
CC_3644D19BE162,2
CC_364A8036A1D9,3
CC_364F837E4154,2
CC_365306B2E2FB,3
CC_3653C392691F,0
CC_3654C8CF49F8,0
CC_36569AC99717,3
CC_365789E96DA6,1
CC_365977F1908B,3
CC_365A8E1A2AE8,4
CC_365B28C61768,2
CC_366165139784,0
CC_366312F32D5E,0
CC_3664A1C47C7D,4
CC_36658978DF48,1
CC_3667A2750871,1
CC_36688B1EF976,0
CC_3669155DC607,1
CC_366BD3E346F5,0
CC_366CFB3521AD,3
CC_366D9E4A33E0,4
CC_366F2212A730,4
CC_36723AB4299F,3
CC_3679F2799D53,3
CC_367D3A611951,0
CC_367EC8786186,0
CC_36822E370AAE,0
CC_36824A274886,4
CC_36832B6653E7,4
CC_3683D62EB70A,0
CC_36844EA3868D,4
CC_3684966D4A76,4
CC_36856EF07C34,1
CC_368C76E78D3A,4
CC_368E147BEAFB,3
CC_368EC61A3BD5,0
CC_368F0DA6E3C7,3
CC_368F4FB6DC33,0
CC_3690724B9F42,1
CC_36940D7F7E8F,0
CC_3699F2C372E4,4
CC_369D619165B0,0
CC_36A391452CA1,4
CC_36A92E638415,1
CC_36AAFC0BDA2F,3
CC_36AF942D1617,2
CC_36B3AAB98DBE,2
CC_36B834261002,0
CC_36BADE5D5F77,4
CC_36BB14731B86,3
CC_36BBF85BB423,3
CC_36BD8BF45150,1
CC_36BDF839C97A,2
CC_36BF8517FFA0,4
CC_36BFEA0A349F,3
CC_36C148E678C7,0
CC_36C25F6E64CC,2
CC_36C3A88E39E6,0
CC_36C580A99CA3,3
CC_36C64D34F51E,1
CC_36CD868E6B56,2
CC_36CE0D376B2F,0
CC_36D318E5AC0E,1
CC_36D3A05B0CE7,0
CC_36D558EA171C,4
CC_36D9AC453BC2,2
CC_36DD23FFA04C,4
CC_36DFE7B297BE,1
CC_36E11C3B7C40,4
CC_36E236CA43E0,1
CC_36E5A7F57F32,4
CC_36E907FC2C5F,0
CC_36E956F2B879,2
CC_36EA972A994F,3
CC_36ECAD497115,1
CC_36EE8B3712E2,2
CC_36EF3CB9D558,2
CC_36F03DDC7EAC,4
CC_36F0667A6FDE,3
CC_36F48FD278D5,3
CC_36FF34ECB262,2
CC_370111102209,4
CC_3701598458C8,4
CC_370F42DA1D53,4
CC_371280C119F1,0
CC_37178822CCA3,2
CC_3718FEABD892,4
CC_371D57969C23,3
CC_371F3AB7A077,1
CC_371F5C0F693A,4
CC_372324064B14,4
CC_3723AD008C9B,1
CC_3727794DD8B6,4
CC_372DA829DDB5,4
CC_372EAF4554E7,1
CC_3731475350E1,4
CC_3734A2975C24,3
CC_373A58E3B60B,2
CC_373B5F29ADCE,3
CC_373B652D08FD,1
CC_373C67E639DC,1
CC_373CBA62B6BC,2
CC_373CFE6D075A,0
CC_374440C69DE7,4
CC_3744500021F4,4
CC_3744FDA30D56,2
CC_374621359005,4
CC_3749054688F9,0
CC_374A3DBF546F,3
CC_374D1158BF5A,3
CC_374F2567B96C,3
CC_37502F0871FC,4
CC_37505D4BBC5D,3
CC_37543CBC6452,1
CC_375554505BD6,3
CC_375A1A65F74F,4
CC_375A75D73FD8,4
CC_375BB868D7AE,0
CC_375CFD34507B,0
CC_375E4DAA38E1,2
CC_375EDD794E17,4
CC_376348B568EB,2
CC_376505F333C1,2
CC_37684FC3D9E4,3
CC_376CEB00C1BC,2
CC_376D949399AA,4
CC_376DEFB0A3EA,4
CC_3772713D2B7B,2
CC_377411AF4E68,4
CC_377B30E92007,1
CC_377D723D01D9,4
CC_37833BA5191A,1
CC_3784C09C70E0,4
CC_3789812B3416,3
CC_378BB2746900,1
CC_378EB18643BB,1
CC_37933E52C71F,0
CC_37936DF180B9,1
CC_37942F4E7B8F,3
CC_379892085817,3
CC_37A4B3F97F69,2
CC_37A52199A176,0
CC_37AA8228356E,3
CC_37AA9C80C01F,0
CC_37AB566399EC,3
CC_37AE39620FAD,0
CC_37AF76639F75,2
CC_37AFA6A57226,0
CC_37B27405710A,1
CC_37B28F8573EC,3
CC_37B463F68BEF,3
CC_37B8653E92E0,1
CC_37B94B4DA8E3,1
CC_37B9A2C6D054,0
CC_37BA87388D17,3
CC_37C40AA2E44F,3
CC_37CCBC27A220,3
CC_37D0C55CE9CE,0
CC_37D28222E186,1
CC_37D46977FDCB,2
CC_37DBB31C2D42,2
CC_37DBC68F0DC6,4
CC_37DE4FA7C35E,3
CC_37E3AD9E30DA,4
CC_37E3D7E057E4,0
CC_37E4EFF37AFA,2
CC_37E5DA525091,4
CC_37E6B35D0FB8,2
CC_37E8496A58E8,1
CC_37E8BF89E4FC,2
CC_37F97709F300,2
CC_37F97C4ED049,3
CC_37F9D963E601,4
CC_37FCFC4DEBBF,1
CC_37FE1D7DEA3B,0
CC_37FE82C4635B,0
CC_37FEB765EEC2,4
CC_37FF7D5890E1,2
CC_3801CE554CFF,2
CC_38030720DE1F,2
CC_3804795A8851,4
CC_380AC07ADC0E,2
CC_380AC17591E9,4
CC_380C2437052E,4
CC_380C47FAB6EA,4
CC_380E21C16482,3
CC_380E63F572DD,3
CC_38112B255ED3,4
CC_3812F4714301,1
CC_3813013D85D3,0
CC_381955360877,1
CC_381A391C2B60,0
CC_381B7721B351,4
CC_381CC09CBB48,1
CC_381D194F3E28,2
CC_381D9A6889BA,4
CC_38226179F35B,4
CC_3824A9AF5157,0
CC_382AEA92217D,1
CC_382E641B71EC,4
CC_382EFE89D791,0
CC_3830E4804B48,3
CC_38312AD4CA81,4
CC_38318320185A,3
CC_3836DFAC7C05,4
CC_383AED574A68,4
CC_383C27DFCA70,4
CC_383D85EC9DC2,1
CC_384057120EF3,2
CC_38450F29704A,2
CC_38499E07965A,4
CC_384AB9E97F0E,4
CC_384BAE6D0E87,1
CC_384CBC18C024,2
CC_384F88173FE5,3
CC_38530AF3F11D,3
CC_38587F8E7AED,4
CC_386242547F54,2
CC_38665E0BB297,0
CC_386A2052BB00,3
CC_386C975C5E8B,2
CC_386FAA775389,4
CC_3877AE156174,4
CC_387B9CC8A094,1
CC_387E2CD94281,2
CC_387EEF294D89,1
CC_388092B0E9E3,1
CC_3883852FF0FC,0
CC_388FA220F01D,2
CC_389108557C51,2
CC_3893A9AA36A5,2
CC_3895C013F0D7,0
CC_38994CFF3345,1
CC_38A2E5262229,1
CC_38AA438C3FC0,2
CC_38AF5D65E5E3,1
CC_38AFE3099E27,3
CC_38B0F2F5AED9,0
CC_38B39B0A0BEE,4
CC_38B56ADED1D4,0
CC_38B7082105F4,3
CC_38B7C4A6E73B,3
CC_38BDE40E5AF3,1
CC_38BEE9574343,1
CC_38C4D123E7EB,4
CC_38C7C2052E46,1
CC_38CAF23EA967,4
CC_38CD59D6A932,0
CC_38CF80C20655,2
CC_38D06E8B710B,2
CC_38D093163E63,0
CC_38D39CA4586C,2
CC_38D5DC355118,0
CC_38D82840DEFB,3
CC_38D95970543D,0
CC_38DCADD16036,4
CC_38DD0C3EC26D,4
CC_38E6624B3690,0
CC_38EB2594A8C1,4
CC_38EE03D11848,3
CC_38F590F035E4,4
CC_38F637ADB5CC,3
CC_38F90E72A334,3
CC_38FB3BDEC0D7,0
CC_38FB690EA814,0
CC_38FFDF3361D1,2
CC_39032ED5E227,2
CC_390482931835,4
CC_3905F365FAA2,4
CC_390A3CC45F91,4
CC_390FE015C71C,4
CC_3911C15C97A8,4
CC_39124F06ED4C,2
CC_3913D50C654D,1
CC_3917FC1C9CC9,1
CC_3919CB7DFDE9,4
CC_391B1F8B2575,2
CC_391BA47C054E,1
CC_391D435D4213,3
CC_391DBBBE225E,3
CC_391F8BED0FF5,3
CC_392EC945C913,4
CC_3931855BC454,3
CC_3931CCD872AE,4
CC_393775287417,2
CC_393A3771824D,0
CC_393AEC792433,3
CC_393E438698C9,0
CC_393EC39B07E4,1
CC_3942421E954A,3
CC_3943378D25D1,2
CC_3944995A3EEA,4
CC_3946FF1B423E,3
CC_39470FAC35B2,3
CC_39482BFA0146,2
CC_394831222419,4
CC_3949832275E0,2
CC_394C5B8E299E,4
CC_394C7688168B,3
CC_394DB4929B70,0
CC_3950B81E32DD,0
CC_395169B6D2F0,0
CC_395174A791E8,1
CC_3954B69A9886,1
CC_395B67DB2BDF,3
CC_395E5683CCAD,3
CC_395FA3E9216F,3
CC_39607517BE45,0
CC_3961AA5CBCC0,3
CC_3963EFED24C4,1
CC_3965B6388138,0
CC_3965DC0CB4B0,1
CC_3965DEE671E3,4
CC_39665357E830,3
CC_39665D503C35,0
CC_3969B6445BC9,1
CC_396B4DCE1577,4
CC_396BA76854B5,2
CC_396E96D06BD8,3
CC_397D1EFF9804,1
CC_398239227C73,2
CC_398540817B9A,3
CC_3988538496D6,0
CC_3989D0A8E6F6,3
CC_398D9B42AE19,2
CC_399091019354,0
CC_3994E0F42B4F,3
CC_3996C59A2DB1,3
CC_39973DFA8F5D,2
CC_399810409346,2
CC_399CBD33439C,2
CC_399FF2373B07,2
CC_39A30431BAE1,4
CC_39AD84441A5E,4
CC_39AF2F877FE8,4
CC_39AFE5418356,0
CC_39B4E84B09C6,0
CC_39B53110B5D6,2
CC_39B6A3F8BAF1,0
CC_39B6EA65CAC1,3
CC_39B97E6CFAAB,3
CC_39BC0068E1DF,0
CC_39BDE49F8A63,0
CC_39BE6AC6CDA2,0
CC_39BEE5B965BD,3
CC_39BFE88F03EE,2
CC_39C01F52CA23,3
CC_39C88627D75F,3
CC_39CF45DC0860,3
CC_39CF5A27992E,0
CC_39D0E9D3E36F,4
CC_39D2F98E76B9,0
CC_39D3648DFDFE,0
CC_39D8A88723F9,4
CC_39D978A902B9,0
CC_39DD7C53658B,2
CC_39DFD06C13BD,1
CC_39E02E046BC4,4
CC_39E3014D7D6D,4
CC_39E48ACD32B0,1
CC_39E78B84B31B,4
CC_39ED3D82BE30,1
CC_39EEB4B03E86,1
CC_39EEB9FD81D4,3
CC_39EFCD51C268,2
CC_39F0BC56EDA3,2
CC_39F1B8F85E6C,3
CC_39F8359009EE,2
CC_39FD2DEC44B6,2
CC_39FF9B8BBD3E,0
CC_3A0031EF4290,2
CC_3A01BD085BD6,2
CC_3A0339C1C30A,3
CC_3A0396483842,1
CC_3A052490B5EE,3
CC_3A094D444EDA,3
CC_3A0E47EBA31C,4
CC_3A0E5951A686,2
CC_3A0EEADC58C2,0
CC_3A10C883241B,1
CC_3A15FC4ADAF5,3
CC_3A17BFE96EC0,0
CC_3A1E504A4C97,3
CC_3A209949ABAB,0
CC_3A26344D077A,0
CC_3A26BAC21E9F,4
CC_3A272053424C,1
CC_3A2A8378C27C,2
CC_3A2B5B2C795D,1
CC_3A2C14A237EC,4
CC_3A2C60976B89,0
CC_3A352EDA79E3,3
CC_3A363A56493B,4
CC_3A399F4B6157,0
CC_3A3C61774326,3
CC_3A3E56C12C87,2
CC_3A448D9775D3,1
CC_3A452172BD13,3
CC_3A46C9968938,3
CC_3A48DA420C0C,4
CC_3A496644E274,1
CC_3A4DA98DB4A7,0
CC_3A514B84B21B,3
CC_3A5D5DF5EBC2,1
CC_3A60EC89C95D,0
CC_3A64223C2B4D,4
CC_3A69224B84DA,0
CC_3A6E66153D6D,0
CC_3A6F7E9C4913,3
CC_3A70E33B7EFD,4
CC_3A711EC5834E,3
CC_3A728F367626,4
CC_3A7420292840,2
CC_3A7500FBCC7A,2
CC_3A766DFF6D01,4
CC_3A77AF851B98,2
CC_3A792195D7F8,4
CC_3A7A31B08B92,1
CC_3A7A45326813,0
CC_3A7C6780ED15,4
CC_3A8252B32B02,1
CC_3A82F8560045,0
CC_3A84484140CD,3
CC_3A85C6F8E65C,3
CC_3A8811EDF7D3,2
CC_3A895891F84A,3
CC_3A899667C894,2
CC_3A8C6A4DA416,1
CC_3A8CB749FD94,4
CC_3A8E03CA0A81,2
CC_3A8E3105F0C7,3
CC_3A8FFA15D825,2
CC_3A9639918B6A,0
CC_3A97C989CBDB,2
CC_3A9C81F3A9B0,3
CC_3A9DEB791779,4
CC_3AA19E5B364C,0
CC_3AA310152CA0,4
CC_3AA69825CF08,2
CC_3AA71E080F15,1
CC_3AA7F321BF3C,1
CC_3AA8543C99B9,0
CC_3AA8AFC5BA87,2
CC_3AAA6E3CB4C6,3
CC_3AAA8A83AD7E,3
CC_3AAB228BB75B,1
CC_3AAB2424DC88,3
CC_3AABC112FDC8,0
CC_3AAEF36B940E,1
CC_3AB49A2F3A48,2
CC_3AB5EA0F869A,0
CC_3AB63696C18A,3
CC_3AB665FA5173,1
CC_3AB906FC8660,3
CC_3ABAEC188E9F,3
CC_3ABBBDBB6E24,0
CC_3ABEAE73EB5A,2
CC_3ABEDE89961B,2
CC_3ABF4843B284,1
CC_3AC29347F53D,0
CC_3AC6A5798481,2
CC_3AC9C0DCFF29,1
CC_3AD360C982BE,3
CC_3AD9C3DDD439,3
CC_3AD9EA670652,3
CC_3ADA3448916E,3
CC_3ADD1661A452,1
CC_3ADD8637F104,4
CC_3AE31ABD98D8,4
CC_3AE92A94EAC6,0
CC_3AEA6ADD617F,4
CC_3AEE1E864BD0,0
CC_3AEE73094665,2
CC_3AF6CD41B043,1
CC_3AF6F980B0F6,4
CC_3AF75CC04B07,0
CC_3AF7E268C1AA,3
CC_3AFA187FA76B,3
CC_3AFE1D2FB01E,4
CC_3B073523C9CA,4
CC_3B087F12BD5D,0
CC_3B181C2E831D,1
CC_3B1A3CBE1F8B,1
CC_3B1B9CD8CA89,2
CC_3B1CDB11CB01,1
CC_3B1D37C1329D,3
CC_3B1D3E73EC31,2
CC_3B207C78BAAC,3
CC_3B29B4B1D51C,3
CC_3B2B3BFAE147,4
CC_3B2B71CABBD7,4
CC_3B2E07982ADB,4
CC_3B2E5175CC91,4
CC_3B2F64263D1E,1
CC_3B32111D0238,1
CC_3B34044FE7B6,4
CC_3B357875AE56,1
CC_3B3A61379FE7,2
CC_3B3A74344AB4,2
CC_3B3C18BD33F2,4
CC_3B3C5F749881,3
CC_3B3D4FE715C9,2
CC_3B3F48549E9B,3
CC_3B4112EBDA80,1
CC_3B41C1DF6A39,1
CC_3B445784457C,4
CC_3B4684DFE291,2
CC_3B4C9EF6EA1D,0
CC_3B504D47E2DF,3
CC_3B54707CECFE,1
CC_3B54E84B3C2F,2
CC_3B55363A622A,0
CC_3B56A6F5BD61,1
CC_3B58C15A2F8D,2
CC_3B5AF70E7CB8,0
CC_3B5C94EDF75A,4
CC_3B60D6A443E2,1
CC_3B63C655D10F,4
CC_3B642FC35B3D,0
CC_3B6465826490,0
CC_3B68E280D3A2,4
CC_3B6919AC98AC,2
CC_3B692A655479,3
CC_3B6C741E805D,0
CC_3B6C7E38569F,4
CC_3B6C9A793A30,4
CC_3B6E964DBAF5,1
CC_3B740C8D1A2A,0
CC_3B74E60A19FD,4
CC_3B78458A6F65,3
CC_3B7BFDA01197,0
CC_3B7C142C76B0,2
CC_3B822CA7187C,2
CC_3B84C66F2015,0
CC_3B8574246B84,4
CC_3B8B52DE5677,2
CC_3B8D37228FC7,2
CC_3B8E8B6801D7,3
CC_3B8FA79E4D52,3
CC_3B942A285C50,3
CC_3B94EBA9E759,0
CC_3B962D19ABA1,3
CC_3B9653D1AA15,3
CC_3B99C72A3D6A,3
CC_3B9B190783B6,3
CC_3B9C0704B2D1,1
CC_3B9EE9713354,1
CC_3BA700BE1C83,4
CC_3BAA9003C5F7,0
CC_3BABC7EF1741,0
CC_3BABD4B5D3E1,2
CC_3BB12EAD40FD,0
CC_3BB1FF844347,4
CC_3BB2C2215780,1
CC_3BB60BFDD79D,2
CC_3BB732424FBA,3
CC_3BB7ECAD8586,1
CC_3BC403BAF7DD,1
CC_3BC51C5CCEE3,1
CC_3BC592F9C7DA,0
CC_3BC67758C64E,0
CC_3BC881196FDB,1
CC_3BCC88B79918,2
CC_3BD01511D073,0
CC_3BD2C1C1F04A,1
CC_3BD5B08D4144,4
CC_3BD8EABC4AE7,4
CC_3BDD99872776,4
CC_3BDFBE0B6338,0
CC_3BE0295484C8,1
CC_3BE132F19245,1
CC_3BE284D2CA82,2
CC_3BE82CAC967E,4
CC_3BEB7D682C01,2
CC_3BED7335FA27,3
CC_3BF014CADA6E,2
CC_3BF2422DB97A,4
CC_3BF2EE361611,4
CC_3BF3C403F586,4
CC_3C010566DC3A,0
CC_3C0427B48CF1,0
CC_3C056CEDAE4A,2
CC_3C060F80B680,4
CC_3C06219D6E24,2
CC_3C0C0B93B903,2
CC_3C0C4B25A7BC,2
CC_3C0CFDF70B8D,3
CC_3C1005EE2A85,3
CC_3C16937A5013,4
CC_3C18B4010A3D,2
CC_3C20F0767923,1
CC_3C22AC75AB68,1
CC_3C24A574EE64,3
CC_3C26C857EF41,3
CC_3C27CC8D53EE,0
CC_3C2861BFF1C6,0
CC_3C29787E94F8,0
CC_3C2AB6F95649,3
CC_3C2C43DB375A,1
CC_3C2D820E6949,2
CC_3C30903FBF8E,2
CC_3C310A33218F,2
CC_3C3633839213,4
CC_3C36BE6B6DAA,1
CC_3C38098D8A60,0
CC_3C3E98477CD3,2
CC_3C42640A5119,4
CC_3C44EEBACEA5,3
CC_3C474F8244AA,4
CC_3C4D53C6CF39,0
CC_3C4D65771E4E,4
CC_3C5020076EA6,1
CC_3C523AC6B930,3
CC_3C5286050B40,0
CC_3C534B13F32A,0
CC_3C53B6F4705C,3
CC_3C53CDEE3807,0
CC_3C546182B16B,1
CC_3C54B0946163,2
CC_3C55B6CEF2AE,1
CC_3C5B0C8C49AB,3
CC_3C5DE6B1A96C,0
CC_3C60E514A8FC,4
CC_3C6280FDE8C1,2
CC_3C696AA50DB7,3
CC_3C6B946BABCC,3
CC_3C6DC47C6498,2
CC_3C6E538A9ACA,3
CC_3C708DCBE0F1,3
CC_3C75962E9701,4
CC_3C7597143E27,4
CC_3C79F7501356,2
CC_3C7E24463383,1
CC_3C7FC2969633,1
CC_3C8088390BAF,1
CC_3C81FE6D0007,4
CC_3C840CEDAD97,3
CC_3C890C376EF1,4
CC_3C899D2279F3,0
CC_3C8B30469B57,2
CC_3C90A2DA38C8,2
CC_3C9C3136D06D,1
CC_3C9D32C59A0C,4
CC_3CA02FE99C15,4
CC_3CA06864D933,0
CC_3CA2C557E464,2
CC_3CB84D9CAA6C,4
CC_3CBD15C385A4,2
CC_3CC1B87C85C3,1
CC_3CCCBEA5E377,1
CC_3CD0869B655A,2
CC_3CD4FDD7BDAD,1
CC_3CD84B850BCB,2
CC_3CDCF20B097F,1
CC_3CE1CBA88910,1
CC_3CE4365CD2DD,2
CC_3CE47E406710,3
CC_3CE4A01492F7,4
CC_3CE596B7A5AD,1
CC_3CE64EA7491E,2
CC_3CEBC183D074,1
CC_3CF5D6F9A23B,1
CC_3CF9A43AC0A8,2
CC_3CFCF1205340,2
CC_3CFEA7F22BF9,3
CC_3CFF111B7CB6,1
CC_3CFFAD5AEBBE,4
CC_3D0B5F4670F4,0
CC_3D0CEED1B216,3
CC_3D1B2ECDBAD8,4
CC_3D2129E6FD3E,4
CC_3D2405185DD0,4
CC_3D2438152C87,3
CC_3D29125DF048,1
CC_3D2962D5D88E,4
CC_3D2DBCF8B9DA,2
CC_3D2F359615F1,2
CC_3D302D6A88FA,2
CC_3D342BF9643D,0
CC_3D3883F0BE25,2
CC_3D3BD2C60F4A,1
CC_3D3BF61CC289,1
CC_3D3F56B369CF,0
CC_3D40CA123D5C,3
CC_3D46245C3DF7,0
CC_3D4897F8F8AC,0
CC_3D48D0F32F6E,0
CC_3D499758BB25,4
CC_3D4A90158C9D,0
CC_3D5120D9BE27,1
CC_3D51B1ED0D7B,0
CC_3D537478DA21,0
CC_3D5A279700AC,4
CC_3D5BCA76331D,4
CC_3D5C422D60FF,2
CC_3D5E654E556F,1
CC_3D60DE266E24,1
CC_3D6787A48841,3
CC_3D681452408F,2
CC_3D69277C64D4,0
CC_3D701F464FA4,0
CC_3D77CE8D4582,1
CC_3D78E201F0FE,1
CC_3D79338EDF65,2
CC_3D7A5C1DD937,3
CC_3D7B531A7B5E,4
CC_3D7B615F5ABF,4
CC_3D7CB19276A8,3
CC_3D7E8F3AD41B,1
CC_3D8071473E97,0
CC_3D828DA55CFE,3
CC_3D84947B2DE1,1
CC_3D8529C65CC3,4
CC_3D8765A64ADD,2
CC_3D87C20F655B,4
CC_3D8AF9A80D39,1
CC_3D8D2700831C,4
CC_3D90FB465A2A,4
CC_3D92C820F074,3
CC_3D92F98F3CF7,3
CC_3D94EF283AE0,1
CC_3D94F6CBF514,3
CC_3DA0218FCD5A,2
CC_3DA461704105,1
CC_3DA5189D28E3,2
CC_3DA96EBC7F68,2
CC_3DAE730039C5,4
CC_3DAF250821B6,1
CC_3DB0D7527A9B,4
CC_3DB1BEB70942,0
CC_3DB81711067D,4
CC_3DBA2BC5D75D,3
CC_3DBE204CDCDB,4
CC_3DC1E33F23A7,1
CC_3DC29FC60E03,3
CC_3DC3590C4A89,4
CC_3DC5FC13E35A,3
CC_3DC966CEC8C3,1
CC_3DC9C2B9A96B,4
CC_3DCAEBDDE96F,1
CC_3DCCCEE778D7,1
CC_3DCCF69AF014,4
CC_3DD17FD406B5,3
CC_3DD63B15603E,3
CC_3DD775128F1F,0
CC_3DD8B0EE27FE,0
CC_3DDCE5D30A45,1
CC_3DDD0E9E4F2E,0
CC_3DDD84F1F87A,3
CC_3DE094D40FB9,1
CC_3DE099D96A3B,0
CC_3DE2717A7A9C,3
CC_3DE6BBCDBF64,1
CC_3DEA1F5EA5C5,4
CC_3DEB2F5772B3,1
CC_3DEBC84983B7,1
CC_3DEC8E2C7816,1
CC_3DED20632960,3
CC_3DF0ACC88BE7,3
CC_3DF9BE9A3D2F,2
CC_3E01906BACFE,2
CC_3E020EC73C89,0
CC_3E0481E07EC5,2
CC_3E04E62A383E,2
CC_3E05132424DA,1
CC_3E05C4E3EB77,3
CC_3E091008047A,2
CC_3E0A4A91DADE,4
CC_3E0A83C46C8A,0
CC_3E0B4A133FB3,3
CC_3E111946922F,1
CC_3E177AAE4663,1
CC_3E185FC131A3,2
CC_3E1860AAA22C,3
CC_3E207B4FEA4B,3
CC_3E20D62A610D,0
CC_3E20E37C9856,4
CC_3E222D5DC74B,0
CC_3E25BFDF0BAE,1
CC_3E271D5108AD,3
CC_3E2B0F9975BD,3
CC_3E2C0F6176A5,1
CC_3E331091F306,0
CC_3E3781FDC886,0
CC_3E39D227ACFD,4
CC_3E3BA44CE4B8,1
CC_3E40E3D021CA,3
CC_3E41002AFB2D,3
CC_3E430D2DF335,2
CC_3E4BD48BD904,1
CC_3E4EAF3857B3,4
CC_3E527EAA0EF6,4
CC_3E5702613DFC,1
CC_3E571E8D904E,3
CC_3E5B7FFD9D60,4
CC_3E5E0D5F4AB0,0
CC_3E63C2D05E82,0
CC_3E64CFD46480,3
CC_3E68EE37773C,4
CC_3E6BDB18F2E6,2
CC_3E6BFACD9B83,3
CC_3E7294AAF75B,0
CC_3E72B0424BFB,2
CC_3E72B8E72CB5,4
CC_3E72EDFC9423,0
CC_3E74592E779B,1
CC_3E7839C32D07,4
CC_3E7BE9F3B972,3
CC_3E841A80542A,4
CC_3E89360ADF4A,4
CC_3E8BEDB8B21C,1
CC_3E90A4A329A2,3
CC_3E9C0DF411F8,1
CC_3EA298FFEDC0,3
CC_3EA6D8D4103E,3
CC_3EA740C732FB,1
CC_3EA9B61341BA,3
CC_3EAD27D084DF,4
CC_3EB121261FA3,1
CC_3EB2DAAEF167,1
CC_3EB3BB604B74,3
CC_3EB4077895F4,2
CC_3EB514DECC39,2
CC_3EB7C1406423,1
CC_3EBBF5A17EC9,1
CC_3EC5D9E0190B,4
CC_3EC99DA4EDAB,2
CC_3ECA364B6839,1
CC_3ECA4C07FB2E,1
CC_3ECB993A1B9F,4
CC_3ECBE13A570E,0
CC_3ECBEA7B9724,4
CC_3ECD9D611263,3
CC_3ECE79F884F2,4
CC_3ED62061FD0A,0
CC_3EDB5A009919,0
CC_3EDCCB52DAD1,0
CC_3EDDD8FD77D5,4
CC_3EDF3F850072,3
CC_3EDF7C0D88FA,1
CC_3EE0259C796C,1
CC_3EE6590D1DCF,4
CC_3EE72F6A6B14,0
CC_3EE7E5AED7CC,1
CC_3EEBAE854322,2
CC_3EECAB624618,1
CC_3EEF909B9A5F,2
CC_3EF3B72149E9,4
CC_3EF60003FFDC,1
CC_3EF717E79E1C,3
CC_3EF7B37C86B9,4
CC_3EF8E4918310,1
CC_3EF99E8C672A,4
CC_3EFA7EC29967,3
CC_3EFBAFF547DB,1
CC_3EFDA7C0739D,0
CC_3EFDC455D933,3
CC_3F00B30478CD,1
CC_3F0105511ADF,4
CC_3F0922D8C363,2
CC_3F0A0F0EBE8E,2
CC_3F0BDD02DA88,0
CC_3F0E2DDF03D0,3
CC_3F0E99D90143,1
CC_3F0EFC657C35,4
CC_3F122D86D6D0,1
CC_3F13D7C1238E,0
CC_3F1429DD9A7A,2
CC_3F1648D44D30,2
CC_3F167B4C0A82,0
CC_3F1989C1D543,1
CC_3F1CA5CEE668,4
CC_3F22C802852B,1
CC_3F235ED79F96,3
CC_3F2408F723F3,2
CC_3F252215B39B,3
CC_3F2659DACD6C,4
CC_3F2BE334EA31,1
CC_3F2C8271AEE2,4
CC_3F2F6C4ABCF5,3
CC_3F2FB28666EB,0
CC_3F35F5F4C2FA,3
CC_3F3988E27EC2,4
CC_3F3ED329D5DB,0
CC_3F401EB14F80,4
CC_3F408F04181B,4
CC_3F41ECC9F1C2,1
CC_3F44CC2DFD78,3
CC_3F450331B6CF,3
CC_3F5192293092,3
CC_3F55C40132A8,0
CC_3F5DBD4D4A47,1
CC_3F621093E2F1,0
CC_3F68E5D775AA,4
CC_3F699ED6F7B9,0
CC_3F6EA74A594E,1
